Cruise# ostrich20`1ostrich2014
Date: 05/29/14

CTD probe# 1
DVL# 2
Oxy Probe# 3
Fluorometer# 4
Irradiance Probe# 5
Flight Selection = Depth Undulate 
 
Time	Pressure (dbar)	Depth (m)	Temp (°C)	Salinity (PPT)	Fluoro (volts)	Oxygen (ml/l)	Irrandiance (UE/cm²)	Horizontal vel in water (m/s)	Vertical vel (m/s)	Vol imaged (m3)	Altitude (m)	Pitch (°)	Roll (°)	Heading (°)	Lat (decimals)	Long (decimals)	Rel Normal Velocity (mm/s)	Trans Velocity (mm/s)	Long. Velocity (mm/s)	Normal Velocity (mm/s)	Wing Fin Angle (°)	Roll Fin Angle (°)
16:18:59.08	20.56	20.44	27.26	36.36	0.03	0.8424	9.620030E-5	1641.00	338.00	0.00	9999.99	-12.46	6.32	285.10	No GPS Data	No GPS Data	142.00	142.00	1641.00	338.00	-10.03	-8.95
16:18:59.62	20.62	20.51	27.26	36.36	0.03	0.8432	9.606802E-5	1641.00	338.00	0.00	9999.99	-12.46	6.32	285.10	No GPS Data	No GPS Data	142.00	142.00	1641.00	338.00	-10.02	-8.95
16:19:00.15	20.68	20.56	27.26	36.36	0.03	0.8444	9.561197E-5	1332.00	201.00	0.00	9999.99	-9.49	6.14	286.10	No GPS Data	No GPS Data	517.00	517.00	1332.00	201.00	-10.02	-8.95
16:19:00.68	20.75	20.63	27.26	36.36	0.03	0.8387	9.546149E-5	1332.00	201.00	0.00	9999.99	-9.49	6.14	286.10	No GPS Data	No GPS Data	517.00	517.00	1332.00	201.00	-10.04	-8.95
16:19:01.21	20.83	20.71	27.26	36.36	0.03	0.8403	9.522753E-5	867.00	181.00	0.00	9999.99	-13.02	5.66	284.40	No GPS Data	No GPS Data	70.00	70.00	867.00	181.00	-10.03	-8.95
16:19:01.75	20.96	20.84	27.26	36.36	0.03	0.8446	9.520542E-5	867.00	181.00	0.00	9999.99	-13.02	5.66	284.40	No GPS Data	No GPS Data	70.00	70.00	867.00	181.00	-10.01	-8.95
16:19:02.29	20.96	20.84	27.26	36.36	0.03	0.8449	9.454629E-5	867.00	181.00	0.00	9999.99	-13.02	5.66	284.40	No GPS Data	No GPS Data	70.00	70.00	867.00	181.00	-10.03	-8.95
16:19:02.83	21.02	20.90	27.26	36.36	0.03	0.8463	9.414892E-5	740.00	390.00	0.00	9999.99	-10.37	6.71	285.80	No GPS Data	No GPS Data	-66.00	-66.00	740.00	390.00	-10.02	-8.95
16:19:03.36	21.07	20.95	27.26	36.37	0.03	0.8435	9.419577E-5	740.00	390.00	0.00	9999.99	-10.37	6.71	285.80	No GPS Data	No GPS Data	-66.00	-66.00	740.00	390.00	-10.02	-8.95
16:19:03.91	21.14	21.02	27.26	36.36	0.03	0.8446	9.356219E-5	511.00	226.00	0.00	9999.99	-10.64	6.33	286.50	No GPS Data	No GPS Data	-141.00	-141.00	511.00	226.00	-10.02	-8.95
16:19:04.45	21.21	21.09	27.26	36.37	0.03	0.8450	9.338549E-5	511.00	226.00	0.00	9999.99	-10.64	6.33	286.50	No GPS Data	No GPS Data	-141.00	-141.00	511.00	226.00	-10.02	-8.96
16:19:04.98	21.33	21.21	27.26	36.36	0.03	0.8440	9.244405E-5	511.00	226.00	0.00	9999.99	-10.64	6.33	286.50	No GPS Data	No GPS Data	-141.00	-141.00	511.00	226.00	-10.03	-8.95
16:19:05.51	21.45	21.33	27.26	36.36	0.03	0.8464	9.313186E-5	994.00	367.00	0.00	9999.99	-13.22	6.36	285.00	No GPS Data	No GPS Data	126.00	126.00	994.00	367.00	-10.01	-8.95
16:19:06.06	21.52	21.40	27.26	36.36	0.03	0.8440	9.297138E-5	994.00	367.00	0.00	9999.99	-13.22	6.36	285.00	No GPS Data	No GPS Data	126.00	126.00	994.00	367.00	-10.03	-8.95
16:19:06.60	21.52	21.40	27.26	36.36	0.03	0.8483	9.258367E-5	1154.00	353.00	0.00	9999.99	-10.53	6.51	285.70	No GPS Data	No GPS Data	348.00	348.00	1154.00	353.00	-10.01	-8.96
16:19:07.13	21.59	21.47	27.26	36.36	0.03	0.8436	9.286506E-5	1154.00	353.00	0.00	9999.99	-10.53	6.51	285.70	No GPS Data	No GPS Data	348.00	348.00	1154.00	353.00	-10.02	-8.95
16:19:07.66	21.64	21.52	27.26	36.36	0.03	0.8449	9.219602E-5	2434.00	394.00	0.00	9999.99	-9.46	6.44	286.70	No GPS Data	No GPS Data	170.00	170.00	2434.00	394.00	-10.03	-8.96
16:19:08.21	21.71	21.59	27.26	36.36	0.03	0.8433	9.179172E-5	2434.00	394.00	0.00	9999.99	-9.46	6.44	286.70	No GPS Data	No GPS Data	170.00	170.00	2434.00	394.00	-10.03	-8.95
16:19:08.75	21.79	21.67	27.25	36.36	0.03	0.8438	9.143770E-5	2450.00	442.00	0.00	9999.99	-11.74	6.03	285.20	No GPS Data	No GPS Data	280.00	280.00	2450.00	442.00	-10.01	-8.95
16:19:09.29	21.86	21.74	27.25	36.36	0.03	0.8451	9.152115E-5	2450.00	442.00	0.00	9999.99	-11.74	6.03	285.20	No GPS Data	No GPS Data	280.00	280.00	2450.00	442.00	-10.02	-8.96
16:19:09.83	21.94	21.82	27.25	36.36	0.03	0.8446	9.194103E-5	1514.00	113.00	0.00	9999.99	-10.12	6.05	286.10	No GPS Data	No GPS Data	17.00	17.00	1514.00	113.00	-10.02	-8.95
16:19:10.37	21.94	21.82	27.25	36.36	0.03	0.8438	9.152418E-5	1514.00	113.00	0.00	9999.99	-10.12	6.05	286.10	No GPS Data	No GPS Data	17.00	17.00	1514.00	113.00	-10.02	-8.95
16:19:10.90	21.97	21.85	27.25	36.36	0.03	0.8441	9.069008E-5	2435.00	405.00	0.00	9999.99	-8.87	7.53	287.70	No GPS Data	No GPS Data	433.00	433.00	2435.00	405.00	-10.01	-8.95
16:19:11.44	22.01	21.89	27.26	36.36	0.03	0.8421	9.013224E-5	2646.00	434.00	0.00	9999.99	-13.11	5.95	284.50	No GPS Data	No GPS Data	-12.00	-12.00	2646.00	434.00	-10.01	-8.96
16:19:11.96	22.09	21.97	27.26	36.36	0.03	0.8448	8.984565E-5	2646.00	434.00	0.00	9999.99	-13.11	5.95	284.50	No GPS Data	No GPS Data	-12.00	-12.00	2646.00	434.00	-10.03	-8.95
16:19:12.50	22.21	22.09	27.25	36.36	0.03	0.8443	9.006051E-5	2646.00	434.00	0.00	9999.99	-13.11	5.95	284.50	No GPS Data	No GPS Data	-12.00	-12.00	2646.00	434.00	-10.01	-8.95
16:19:13.03	22.28	22.16	27.25	36.36	0.03	0.8416	8.979648E-5	1812.00	193.00	0.00	9999.99	-9.70	6.16	287.10	No GPS Data	No GPS Data	45.00	45.00	1812.00	193.00	-10.02	-8.95
16:19:13.56	22.33	22.20	27.25	36.36	0.03	0.8449	9.000973E-5	1812.00	193.00	0.00	9999.99	-9.70	6.16	287.10	No GPS Data	No GPS Data	45.00	45.00	1812.00	193.00	-10.02	-8.95
16:19:14.11	22.33	22.20	27.25	36.36	0.03	0.8421	8.981883E-5	1654.00	-68.00	0.00	9999.99	-10.38	6.67	285.80	No GPS Data	No GPS Data	86.00	86.00	1654.00	-68.00	-10.02	-8.96
16:19:14.64	22.37	22.24	27.26	36.36	0.03	0.8432	8.929592E-5	1654.00	-68.00	0.00	9999.99	-10.38	6.67	285.80	No GPS Data	No GPS Data	86.00	86.00	1654.00	-68.00	-10.02	-8.96
16:19:15.17	22.45	22.32	27.26	36.36	0.03	0.8453	8.920265E-5	1654.00	-68.00	0.00	9999.99	-10.38	6.67	285.80	No GPS Data	No GPS Data	86.00	86.00	1654.00	-68.00	-10.04	-8.95
16:19:15.70	22.50	22.38	27.26	36.36	0.03	0.8428	8.921597E-5	1765.00	-29.00	0.00	9999.99	-10.89	7.30	287.20	No GPS Data	No GPS Data	-16.00	-16.00	1765.00	-29.00	-10.02	-8.95
16:19:16.23	22.57	22.45	27.26	36.36	0.03	0.8439	8.852751E-5	1765.00	-29.00	0.00	9999.99	-10.89	7.30	287.20	No GPS Data	No GPS Data	-16.00	-16.00	1765.00	-29.00	-10.02	-8.95
16:19:16.76	22.62	22.50	27.26	36.36	0.03	0.8445	8.868184E-5	1532.00	323.00	0.00	9999.99	-10.74	7.64	286.90	No GPS Data	No GPS Data	57.00	57.00	1532.00	323.00	-10.02	-8.95
16:19:17.30	22.62	22.50	27.26	36.36	0.03	0.8428	8.893375E-5	1532.00	323.00	0.00	9999.99	-10.74	7.64	286.90	No GPS Data	No GPS Data	57.00	57.00	1532.00	323.00	-10.02	-8.96
16:19:17.84	22.71	22.58	27.26	36.36	0.03	0.8421	8.844384E-5	1532.00	323.00	0.00	9999.99	-10.74	7.64	286.90	No GPS Data	No GPS Data	57.00	57.00	1532.00	323.00	-10.02	-8.95
16:19:18.37	22.76	22.63	27.26	36.36	0.03	0.8430	8.823867E-5	2773.00	-324.00	0.00	9999.99	-9.51	7.26	287.20	No GPS Data	No GPS Data	-678.00	-678.00	2773.00	-324.00	-10.03	-8.95
16:19:18.90	22.82	22.69	27.26	36.36	0.03	0.8448	8.757948E-5	2773.00	-324.00	0.00	9999.99	-9.51	7.26	287.20	No GPS Data	No GPS Data	-678.00	-678.00	2773.00	-324.00	-10.03	-8.96
16:19:19.44	22.86	22.74	27.26	36.36	0.03	0.8430	8.724593E-5	1393.00	-262.00	0.00	9999.99	-10.52	7.09	287.40	No GPS Data	No GPS Data	-40.00	-40.00	1393.00	-262.00	-10.02	-8.95
16:19:19.97	22.92	22.80	27.25	36.36	0.03	0.8447	8.676812E-5	1393.00	-262.00	0.00	9999.99	-10.52	7.09	287.40	No GPS Data	No GPS Data	-40.00	-40.00	1393.00	-262.00	-10.02	-8.95
16:19:22.18	23.13	23.00	27.25	36.36	0.03	0.8414	8.688769E-5	824.00	-8.00	0.00	9999.99	-9.95	7.04	286.90	No GPS Data	No GPS Data	142.00	142.00	824.00	-8.00	-9.70	-8.96
16:19:22.72	23.17	23.04	27.25	36.36	0.03	0.8435	8.598705E-5	824.00	-8.00	0.00	9999.99	-9.95	7.04	286.90	No GPS Data	No GPS Data	142.00	142.00	824.00	-8.00	-9.06	-8.95
16:19:25.43	23.53	23.40	27.27	36.37	0.03	0.8429	8.554447E-5	1107.00	335.00	0.00	9999.99	-11.19	6.05	287.80	No GPS Data	No GPS Data	488.00	488.00	1107.00	335.00	-8.75	-8.95
16:19:25.97	23.53	23.40	27.27	36.37	0.03	0.8434	8.529501E-5	1107.00	335.00	0.00	9999.99	-11.19	6.05	287.80	No GPS Data	No GPS Data	488.00	488.00	1107.00	335.00	-8.12	-8.95
16:19:26.53	23.62	23.49	27.27	36.37	0.03	0.8466	8.444018E-5	613.00	282.00	0.00	9999.99	-10.88	7.03	288.10	No GPS Data	No GPS Data	305.00	305.00	613.00	282.00	-8.10	-8.95
16:19:27.07	23.68	23.55	27.27	36.37	0.03	0.8437	8.402642E-5	613.00	282.00	0.00	9999.99	-10.88	7.03	288.10	No GPS Data	No GPS Data	305.00	305.00	613.00	282.00	-8.10	-8.95
16:19:27.61	23.78	23.65	27.27	36.37	0.03	0.8454	8.350096E-5	1021.00	401.00	0.00	9999.99	-10.93	6.49	288.80	No GPS Data	No GPS Data	706.00	706.00	1021.00	401.00	-8.11	-8.96
16:19:28.14	23.88	23.75	27.27	36.37	0.03	0.8465	8.331824E-5	1021.00	401.00	0.00	9999.99	-10.93	6.49	288.80	No GPS Data	No GPS Data	706.00	706.00	1021.00	401.00	-8.10	-8.95
16:19:28.67	24.02	23.88	27.27	36.37	0.03	0.8466	8.327262E-5	1021.00	401.00	0.00	9999.99	-10.93	6.49	288.80	No GPS Data	No GPS Data	706.00	706.00	1021.00	401.00	-8.10	-8.95
16:19:29.19	24.14	24.01	27.27	36.37	0.03	0.8442	8.302835E-5	710.00	233.00	0.00	9999.99	-12.82	6.90	288.20	No GPS Data	No GPS Data	1241.00	1241.00	710.00	233.00	-8.09	-8.95
16:19:29.72	24.14	24.01	27.27	36.37	0.03	0.8436	8.297325E-5	710.00	233.00	0.00	9999.99	-12.82	6.90	288.20	No GPS Data	No GPS Data	1241.00	1241.00	710.00	233.00	-8.09	-8.95
16:19:30.26	24.27	24.13	27.28	36.37	0.03	0.8435	8.222609E-5	1251.00	36.00	0.00	9999.99	-10.79	6.52	290.10	No GPS Data	No GPS Data	571.00	571.00	1251.00	36.00	-8.09	-8.96
16:19:30.78	24.40	24.26	27.28	36.37	0.03	0.8431	8.151943E-5	1251.00	36.00	0.00	9999.99	-10.79	6.52	290.10	No GPS Data	No GPS Data	571.00	571.00	1251.00	36.00	-8.08	-8.95
16:19:31.32	24.53	24.40	27.28	36.37	0.03	0.8454	8.123441E-5	1251.00	36.00	0.00	9999.99	-10.79	6.52	290.10	No GPS Data	No GPS Data	571.00	571.00	1251.00	36.00	-8.09	-8.95
16:19:31.85	24.67	24.53	27.28	36.37	0.03	0.8442	8.095844E-5	916.00	254.00	0.00	9999.99	-12.86	6.11	288.30	No GPS Data	No GPS Data	-361.00	-361.00	916.00	254.00	-8.09	-8.96
16:19:32.38	24.74	24.60	27.28	36.37	0.03	0.8425	8.019067E-5	916.00	254.00	0.00	9999.99	-12.86	6.11	288.30	No GPS Data	No GPS Data	-361.00	-361.00	916.00	254.00	-8.09	-8.95
16:19:32.92	24.74	24.60	27.28	36.37	0.03	0.8443	8.037326E-5	3176.00	361.00	0.00	9999.99	-11.48	5.99	289.80	No GPS Data	No GPS Data	177.00	177.00	3176.00	361.00	-8.09	-8.95
16:19:33.45	24.88	24.74	27.27	36.37	0.03	0.8427	8.047607E-5	3176.00	361.00	0.00	9999.99	-11.48	5.99	289.80	No GPS Data	No GPS Data	177.00	177.00	3176.00	361.00	-8.09	-8.94
16:19:33.98	25.01	24.87	27.27	36.37	0.03	0.8427	7.995007E-5	3176.00	361.00	0.00	9999.99	-11.48	5.99	289.80	No GPS Data	No GPS Data	177.00	177.00	3176.00	361.00	-8.09	-8.95
16:19:34.52	25.18	25.04	27.27	36.37	0.03	0.8457	7.990628E-5	2880.00	562.00	0.00	9999.99	-13.66	6.49	289.00	No GPS Data	No GPS Data	560.00	560.00	2880.00	562.00	-8.10	-8.95
16:19:35.05	25.29	25.15	27.27	36.37	0.03	0.8432	7.944859E-5	2880.00	562.00	0.00	9999.99	-13.66	6.49	289.00	No GPS Data	No GPS Data	560.00	560.00	2880.00	562.00	-8.08	-8.95
16:19:35.58	25.38	25.24	27.27	36.37	0.03	0.8429	7.882318E-5	2060.00	245.00	0.00	9999.99	-12.77	5.62	288.40	No GPS Data	No GPS Data	1402.00	1402.00	2060.00	245.00	-8.10	-8.95
16:19:36.11	25.52	25.38	27.27	36.37	0.03	0.8448	7.855273E-5	2060.00	245.00	0.00	9999.99	-12.77	5.62	288.40	No GPS Data	No GPS Data	1402.00	1402.00	2060.00	245.00	-8.09	-8.95
16:19:36.63	25.52	25.38	27.27	36.37	0.03	0.8442	7.837814E-5	2060.00	245.00	0.00	9999.99	-12.77	5.62	288.40	No GPS Data	No GPS Data	1402.00	1402.00	2060.00	245.00	-8.09	-8.95
16:19:37.18	25.64	25.50	27.27	36.37	0.03	0.8469	7.822862E-5	1233.00	202.00	0.00	9999.99	-11.78	4.09	289.40	No GPS Data	No GPS Data	668.00	668.00	1233.00	202.00	-8.08	-8.95
16:19:37.72	25.74	25.60	27.27	36.37	0.03	0.8441	7.781534E-5	1233.00	202.00	0.00	9999.99	-11.78	4.09	289.40	No GPS Data	No GPS Data	668.00	668.00	1233.00	202.00	-8.07	-8.95
16:19:38.25	25.88	25.73	27.27	36.37	0.03	0.8425	7.718474E-5	846.00	410.00	0.00	9999.99	-13.76	4.87	288.00	No GPS Data	No GPS Data	-37.00	-37.00	846.00	410.00	-8.09	-8.96
16:19:38.78	25.99	25.85	27.27	36.37	0.03	0.8458	7.687261E-5	846.00	410.00	0.00	9999.99	-13.76	4.87	288.00	No GPS Data	No GPS Data	-37.00	-37.00	846.00	410.00	-8.08	-8.95
16:19:39.31	26.14	26.00	27.27	36.37	0.03	0.8442	7.673359E-5	846.00	410.00	0.00	9999.99	-13.76	4.87	288.00	No GPS Data	No GPS Data	-37.00	-37.00	846.00	410.00	-8.09	-8.95
16:19:39.86	26.26	26.11	27.26	36.36	0.03	0.8464	7.641058E-5	1328.00	259.00	0.00	9999.99	-12.90	5.36	289.30	No GPS Data	No GPS Data	112.00	112.00	1328.00	259.00	-8.09	-8.95
16:19:40.39	26.26	26.11	27.26	36.36	0.03	0.8446	7.641820E-5	2166.00	436.00	0.00	9999.99	-10.82	5.16	290.40	No GPS Data	No GPS Data	244.00	244.00	2166.00	436.00	-8.08	-8.95
16:19:40.92	26.36	26.22	27.26	36.36	0.03	0.8425	7.627618E-5	2166.00	436.00	0.00	9999.99	-10.82	5.16	290.40	No GPS Data	No GPS Data	244.00	244.00	2166.00	436.00	-8.09	-8.95
16:19:41.45	26.50	26.35	27.26	36.36	0.03	0.8458	7.564287E-5	1980.00	343.00	0.00	9999.99	-11.88	4.40	289.30	No GPS Data	No GPS Data	20.00	20.00	1980.00	343.00	-8.09	-8.95
16:19:41.98	26.58	26.43	27.25	36.36	0.03	0.8458	7.546217E-5	1980.00	343.00	0.00	9999.99	-11.88	4.40	289.30	No GPS Data	No GPS Data	20.00	20.00	1980.00	343.00	-8.09	-8.95
16:19:42.52	26.71	26.56	27.25	36.36	0.03	0.8427	7.517443E-5	1879.00	370.00	0.00	9999.99	-11.95	4.56	289.30	No GPS Data	No GPS Data	412.00	412.00	1879.00	370.00	-8.09	-8.95
16:19:43.05	26.81	26.66	27.24	36.36	0.03	0.8448	7.482313E-5	1879.00	370.00	0.00	9999.99	-11.95	4.56	289.30	No GPS Data	No GPS Data	412.00	412.00	1879.00	370.00	-8.08	-8.96
16:19:43.59	26.93	26.78	27.22	36.36	0.03	0.8451	7.498488E-5	2994.00	412.00	0.00	9999.99	-12.35	4.09	289.00	No GPS Data	No GPS Data	531.00	531.00	2994.00	412.00	-8.09	-8.95
16:19:44.13	26.93	26.78	27.22	36.36	0.03	0.8464	7.429922E-5	2994.00	412.00	0.00	9999.99	-12.35	4.09	289.00	No GPS Data	No GPS Data	531.00	531.00	2994.00	412.00	-8.08	-8.95
16:19:44.67	27.05	26.90	27.17	36.35	0.03	0.8464	7.409831E-5	2729.00	388.00	0.00	9999.99	-11.13	5.26	289.90	No GPS Data	No GPS Data	-24.00	-24.00	2729.00	388.00	-8.08	-8.96
16:19:45.20	27.16	27.01	27.15	36.35	0.03	0.8448	7.421164E-5	2729.00	388.00	0.00	9999.99	-11.13	5.26	289.90	No GPS Data	No GPS Data	-24.00	-24.00	2729.00	388.00	-8.09	-8.96
16:19:45.75	27.25	27.10	27.13	36.35	0.03	0.8455	7.333414E-5	2458.00	420.00	0.00	9999.99	-11.08	5.48	290.00	No GPS Data	No GPS Data	-237.00	-237.00	2458.00	420.00	-8.09	-8.96
16:19:46.29	27.35	27.20	27.12	36.34	0.03	0.8446	7.282662E-5	2458.00	420.00	0.00	9999.99	-11.08	5.48	290.00	No GPS Data	No GPS Data	-237.00	-237.00	2458.00	420.00	-8.09	-8.95
16:19:48.51	27.66	27.50	27.12	36.35	0.03	0.8424	7.188051E-5	1114.00	392.00	0.00	9999.99	-13.06	5.56	289.20	No GPS Data	No GPS Data	1625.00	1625.00	1114.00	392.00	-8.42	-8.95
16:19:49.03	27.78	27.62	27.12	36.35	0.03	0.8469	7.176593E-5	1114.00	392.00	0.00	9999.99	-13.06	5.56	289.20	No GPS Data	No GPS Data	1625.00	1625.00	1114.00	392.00	-9.04	-8.96
16:19:49.58	27.87	27.71	27.12	36.35	0.03	0.8478	7.171587E-5	1114.00	392.00	0.00	9999.99	-13.06	5.56	289.20	No GPS Data	No GPS Data	1625.00	1625.00	1114.00	392.00	-9.05	-8.95
16:19:50.13	27.94	27.79	27.12	36.35	0.03	0.8448	7.153614E-5	1697.00	226.00	0.00	9999.99	-10.25	4.58	290.40	No GPS Data	No GPS Data	-177.00	-177.00	1697.00	226.00	-9.04	-8.96
16:19:50.66	28.02	27.87	27.12	36.35	0.03	0.8436	7.170395E-5	1697.00	226.00	0.00	9999.99	-10.25	4.58	290.40	No GPS Data	No GPS Data	-177.00	-177.00	1697.00	226.00	-9.06	-8.95
16:19:52.89	28.26	28.11	27.11	36.35	0.03	0.8420	7.102915E-5	1917.00	245.00	0.00	9999.99	-8.68	4.00	291.20	No GPS Data	No GPS Data	572.00	572.00	1917.00	245.00	-9.39	-8.95
16:19:53.43	28.31	28.15	27.11	36.35	0.03	0.8417	7.103624E-5	1917.00	245.00	0.00	9999.99	-8.68	4.00	291.20	No GPS Data	No GPS Data	572.00	572.00	1917.00	245.00	-9.99	-8.96
16:19:53.97	28.39	28.24	27.11	36.35	0.03	0.8451	7.139601E-5	1210.00	114.00	0.00	9999.99	-11.39	4.14	289.00	No GPS Data	No GPS Data	-340.00	-340.00	1210.00	114.00	-10.02	-8.95
16:19:54.50	28.49	28.33	27.11	36.35	0.03	0.8469	7.139838E-5	1210.00	114.00	0.00	9999.99	-11.39	4.14	289.00	No GPS Data	No GPS Data	-340.00	-340.00	1210.00	114.00	-10.01	-8.95
16:19:55.05	28.53	28.37	27.11	36.35	0.03	0.8472	7.136991E-5	2218.00	81.00	0.00	9999.99	-10.07	3.28	289.10	No GPS Data	No GPS Data	1151.00	1151.00	2218.00	81.00	-10.02	-8.95
16:19:55.58	28.59	28.43	27.11	36.35	0.03	0.8444	7.075112E-5	2218.00	81.00	0.00	9999.99	-10.07	3.28	289.10	No GPS Data	No GPS Data	1151.00	1151.00	2218.00	81.00	-10.02	-8.96
16:19:56.12	28.62	28.46	27.11	36.35	0.03	0.8469	7.090296E-5	2218.00	81.00	0.00	9999.99	-10.07	3.28	289.10	No GPS Data	No GPS Data	1151.00	1151.00	2218.00	81.00	-10.02	-8.95
16:19:56.65	28.62	28.46	27.11	36.35	0.03	0.8464	7.040042E-5	1633.00	460.00	0.00	9999.99	-9.08	3.05	290.00	No GPS Data	No GPS Data	1114.00	1114.00	1633.00	460.00	-10.02	-8.95
16:19:57.18	28.64	28.48	27.10	36.35	0.03	0.8451	7.080170E-5	1633.00	460.00	0.00	9999.99	-9.08	3.05	290.00	No GPS Data	No GPS Data	1114.00	1114.00	1633.00	460.00	-10.02	-8.96
16:19:57.71	28.67	28.51	27.10	36.34	0.03	0.8456	7.072879E-5	4342.00	503.00	0.00	9999.99	-12.29	2.69	287.20	No GPS Data	No GPS Data	1572.00	1572.00	4342.00	503.00	-10.02	-8.95
16:19:58.24	28.74	28.58	27.10	36.35	0.03	0.8458	7.064890E-5	4342.00	503.00	0.00	9999.99	-12.29	2.69	287.20	No GPS Data	No GPS Data	1572.00	1572.00	4342.00	503.00	-10.01	-8.95
16:19:58.77	28.80	28.64	27.10	36.35	0.03	0.8459	7.046832E-5	4342.00	503.00	0.00	9999.99	-12.29	2.69	287.20	No GPS Data	No GPS Data	1572.00	1572.00	4342.00	503.00	-10.03	-8.96
16:19:59.32	28.82	28.66	27.10	36.35	0.03	0.8444	6.990257E-5	-3793.00	-990.00	0.00	9999.99	-8.11	3.60	291.40	No GPS Data	No GPS Data	1570.00	1570.00	-3793.00	-990.00	-10.01	-8.95
16:19:59.84	28.83	28.67	27.10	36.35	0.03	0.8470	7.017846E-5	-3793.00	-990.00	0.00	9999.99	-8.11	3.60	291.40	No GPS Data	No GPS Data	1570.00	1570.00	-3793.00	-990.00	-10.02	-8.95
16:20:00.38	28.83	28.67	27.10	36.35	0.03	0.8469	7.038521E-5	1859.00	322.00	0.00	9999.99	-11.01	2.96	288.10	No GPS Data	No GPS Data	888.00	888.00	1859.00	322.00	-10.01	-8.95
16:20:00.91	28.86	28.70	27.10	36.35	0.03	0.8485	7.045778E-5	1859.00	322.00	0.00	9999.99	-11.01	2.96	288.10	No GPS Data	No GPS Data	888.00	888.00	1859.00	322.00	-10.02	-8.95
16:20:03.12	28.99	28.83	27.11	36.35	0.03	0.8439	6.966017E-5	2792.00	153.00	0.00	9999.99	-8.23	2.92	290.70	No GPS Data	No GPS Data	-477.00	-477.00	2792.00	153.00	-10.35	-8.95
16:20:03.67	29.03	28.86	27.10	36.35	0.03	0.8455	6.946707E-5	2792.00	153.00	0.00	9999.99	-8.23	2.92	290.70	No GPS Data	No GPS Data	-477.00	-477.00	2792.00	153.00	-10.96	-8.95
16:20:04.20	29.08	28.92	27.10	36.35	0.03	0.8486	6.935055E-5	2792.00	153.00	0.00	9999.99	-8.23	2.92	290.70	No GPS Data	No GPS Data	-477.00	-477.00	2792.00	153.00	-10.99	-8.95
16:20:04.73	29.08	28.92	27.10	36.35	0.03	0.8461	6.970070E-5	1346.00	147.00	0.00	9999.99	-11.32	2.79	288.50	No GPS Data	No GPS Data	-57.00	-57.00	1346.00	147.00	-10.99	-8.96
